Date,target,MAdivergence60,code,ROE,SelfCapitalRatio
2025-06-16,0,-0.008333623905993922,4689,,
2025-06-17,0,-0.0016449088644424122,4689,,
2025-06-18,0,0.04064474246718514,4689,,
2025-06-19,0,0.02826543110241826,4689,,
2025-06-20,0,0.022310832621285484,4689,,
2025-06-23,0,-0.003032624454729107,4689,,
2025-06-24,0,-0.012735928240440219,4689,,
2025-06-25,0,-0.023280570798534992,4689,,
2025-06-26,0,-0.020895295470310445,4689,,
2025-06-27,0,-0.018418510365361265,4689,,
2025-06-30,0,0.007582833351802323,4689,,
2025-07-01,0,0.022368058829671716,4689,,
2025-07-02,0,-0.0021642556099783316,4689,,
2025-07-03,0,-0.013686684865028866,4689,,
2025-07-04,0,-0.005726841649987016,4689,,
2025-07-07,0,0.003187575078270472,4689,,
2025-07-08,0,0.00022374255110627658,4689,,
2025-07-09,0,0.005073552336952013,4689,,
2025-07-10,0,0.006087772202741117,4689,,
2025-07-11,0,-0.027706952235254257,4689,,
2025-07-14,0,-0.023585351261139306,4689,,
2025-07-15,0,-0.029629209446555786,4689,,
2025-07-16,0,-0.0172064585738894,4689,,
2025-07-17,0,0.018961908880562366,4689,,
2025-07-18,0,0.022787560316297355,4689,,
2025-07-22,0,0.04751289103327205,4689,,
2025-07-23,0,0.05306331062812139,4689,,
2025-07-24,0,0.06823186926399567,4689,,
2025-07-25,0,0.06105954887501991,4689,,
2023-08-01,0,,4385,,
2023-08-02,0,,4385,,
2023-08-03,0,,4385,,
2023-08-04,0,,4385,,
2023-08-07,0,,4385,,
2023-08-08,0,,4385,,
2023-08-09,0,,4385,,
2023-08-10,0,,4385,0.23665531976533644,0.13298594723712473
2023-08-14,1,,4385,0.23665531976533644,0.13298594723712473
2023-08-15,1,,4385,0.23665531976533644,0.13298594723712473
2023-08-16,1,,4385,0.23665531976533644,0.13298594723712473
2023-08-17,0,,4385,0.23665531976533644,0.13298594723712473
2023-08-18,0,,4385,0.23665531976533644,0.13298594723712473
2023-08-21,0,,4385,0.23665531976533644,0.13298594723712473
2023-08-22,0,,4385,0.23665531976533644,0.13298594723712473
2023-08-23,0,,4385,0.23665531976533644,0.13298594723712473
2023-08-24,1,,4385,0.23665531976533644,0.13298594723712473
2023-08-25,0,,4385,0.23665531976533644,0.13298594723712473
2023-08-28,0,,4385,0.23665531976533644,0.13298594723712473
2023-08-29,0,,4385,0.23665531976533644,0.13298594723712473
2023-08-30,0,,4385,0.23665531976533644,0.13298594723712473
2023-08-31,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-01,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-04,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-05,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-06,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-07,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-08,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-11,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-12,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-13,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-14,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-15,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-19,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-20,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-21,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-22,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-25,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-26,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-27,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-28,0,,4385,0.23665531976533644,0.13298594723712473
2023-09-29,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-02,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-03,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-04,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-05,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-06,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-10,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-11,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-12,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-13,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-16,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-17,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-18,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-19,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-20,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-23,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-24,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-25,0,,4385,0.23665531976533644,0.13298594723712473
2023-10-26,0,-0.07716302101610324,4385,0.23665531976533644,0.13298594723712473
2023-10-27,0,-0.07238031155377865,4385,0.23665531976533644,0.13298594723712473
2023-10-30,0,-0.07710910223459892,4385,0.23665531976533644,0.13298594723712473
2023-10-31,0,-0.05511067264197478,4385,0.23665531976533644,0.13298594723712473
2023-11-01,0,-0.05313043020378069,4385,0.23665531976533644,0.13298594723712473
2023-11-02,0,0.01242439276703993,4385,0.23665531976533644,0.13298594723712473
2023-11-06,0,0.044509507552135674,4385,0.23665531976533644,0.13298594723712473
2023-11-07,0,0.028716618585077895,4385,0.23665531976533644,0.13298594723712473
2023-11-08,0,0.02833870694043779,4385,0.23665531976533644,0.13298594723712473
2023-11-09,0,0.06903735746433633,4385,0.23665531976533644,0.13298594723712473
2023-11-10,0,0.05112041108226948,4385,0.23665531976533644,0.13298594723712473
2023-11-13,0,0.04208820195557064,4385,0.04700433088641038,0.13894781354045896
2023-11-14,0,0.0027084470686758967,4385,0.04700433088641038,0.13894781354045896
2023-11-15,0,-0.0002491689948946767,4385,0.04700433088641038,0.13894781354045896
2023-11-16,0,0.0011664899257687747,4385,0.04700433088641038,0.13894781354045896
2023-11-17,0,-0.014411605637387515,4385,0.04700433088641038,0.13894781354045896
2023-11-20,0,-0.00995768778035828,4385,0.04700433088641038,0.13894781354045896
2023-11-21,0,0.008625214039961233,4385,0.04700433088641038,0.13894781354045896
2023-11-22,0,-0.04377904632557349,4385,0.04700433088641038,0.13894781354045896
2023-11-24,0,-0.049217507230057904,4385,0.04700433088641038,0.13894781354045896
2023-11-27,0,-0.06701428609433606,4385,0.04700433088641038,0.13894781354045896
2023-11-28,0,-0.06307218720432835,4385,0.04700433088641038,0.13894781354045896
2023-11-29,0,-0.06065470006489843,4385,0.04700433088641038,0.13894781354045896
2023-11-30,0,-0.09130323077911238,4385,0.04700433088641038,0.13894781354045896
2023-12-01,0,-0.09642674190632763,4385,0.04700433088641038,0.13894781354045896
2023-12-04,0,-0.09704228532109109,4385,0.04700433088641038,0.13894781354045896
2023-12-05,0,-0.12818909185015856,4385,0.04700433088641038,0.13894781354045896
2023-12-06,0,-0.11005684397086478,4385,0.04700433088641038,0.13894781354045896
2023-12-07,0,-0.13866576363020652,4385,0.04700433088641038,0.13894781354045896
2023-12-08,0,-0.13890329359444617,4385,0.04700433088641038,0.13894781354045896
2023-12-11,0,-0.12540203425250204,4385,0.04700433088641038,0.13894781354045896
2023-12-12,0,-0.13329407145661565,4385,0.04700433088641038,0.13894781354045896
2023-12-13,0,-0.13505062211628868,4385,0.04700433088641038,0.13894781354045896
2023-12-14,0,-0.13894957879529704,4385,0.04700433088641038,0.13894781354045896
2023-12-15,0,-0.11918736512212887,4385,0.04700433088641038,0.13894781354045896
2023-12-18,0,-0.14312186674461322,4385,0.04700433088641038,0.13894781354045896
2023-12-19,0,-0.14310841680817288,4385,0.04700433088641038,0.13894781354045896
2023-12-20,0,-0.11484003383766238,4385,0.04700433088641038,0.13894781354045896
2023-12-21,0,-0.1447820630198666,4385,0.04700433088641038,0.13894781354045896
2023-12-22,0,-0.15036894960341055,4385,0.04700433088641038,0.13894781354045896
2023-12-25,0,-0.15018023422039584,4385,0.04700433088641038,0.13894781354045896
2023-12-26,0,-0.14639773993494432,4385,0.04700433088641038,0.13894781354045896
2023-12-27,0,-0.13250766123907307,4385,0.04700433088641038,0.13894781354045896
2023-12-28,0,-0.11591155147688173,4385,0.04700433088641038,0.13894781354045896
2023-12-29,0,-0.10894719339682979,4385,0.04700433088641038,0.13894781354045896
2024-01-04,0,-0.13141567963902984,4385,0.04700433088641038,0.13894781354045896
2024-01-05,0,-0.1578273591806877,4385,0.04700433088641038,0.13894781354045896
2024-01-09,0,-0.14964260216589115,4385,0.04700433088641038,0.13894781354045896
2024-01-10,0,-0.13766105168622123,4385,0.04700433088641038,0.13894781354045896
2024-01-11,0,-0.12301542570256754,4385,0.04700433088641038,0.13894781354045896
2024-01-12,0,-0.11861040454371236,4385,0.04700433088641038,0.13894781354045896
2024-01-15,0,-0.11318675552290502,4385,0.04700433088641038,0.13894781354045896
2024-01-16,0,-0.11650156138524695,4385,0.04700433088641038,0.13894781354045896
2024-01-17,0,-0.1349168144086602,4385,0.04700433088641038,0.13894781354045896
2024-01-18,0,-0.15719110859608476,4385,0.04700433088641038,0.13894781354045896
2024-01-19,0,-0.14373957186978598,4385,0.04700433088641038,0.13894781354045896
2024-01-22,0,-0.1225663953260541,4385,0.04700433088641038,0.13894781354045896
2024-01-23,0,-0.12484924286416224,4385,0.04700433088641038,0.13894781354045896
2024-01-24,0,-0.11351331970886663,4385,0.04700433088641038,0.13894781354045896
2024-01-25,0,-0.11692986008008278,4385,0.04700433088641038,0.13894781354045896
2024-01-26,0,-0.11495798622706396,4385,0.04700433088641038,0.13894781354045896
2024-01-29,0,-0.11400427334950934,4385,0.04700433088641038,0.13894781354045896
